cell_id,is_interior,contains_target_keyword,referenced_by_script_count
"Vivec, Redoran",False,False,0
"Vivec, Redoran Ancestral Vaults",True,False,0
"Vivec, Redoran Canalworks",True,False,0
"Vivec, Redoran Plaza",True,False,0
"Vivec, Redoran Prison Cells",True,False,0
"Vivec, Redoran Records",True,False,0
"Vivec, Redoran Scout & Drillmaster",True,False,0
"Vivec, Redoran Smith",True,False,0
"Vivec, Redoran Temple Shrine",True,False,0
"Vivec, Redoran Trader",True,False,0
"Vivec, Redoran Treasury",True,False,0
"Vivec, Redoran Underworks",True,False,0
"Vivec, Redoran Vaults",True,False,0
"Vivec, Redoran Waistworks",True,False,0
"Vivec, Saren Manor",True,False,0
"Vivec, Simine Fralinie: Bookseller",True,False,0
"Vivec, St. Delyn",False,False,0
"Vivec, St. Delyn Canal North-One",True,False,0
"Vivec, St. Delyn Canal North-Three",True,False,0
"Vivec, St. Delyn Canal North-Two",True,False,0
"Vivec, St. Delyn Canal South-One",True,False,0
"Vivec, St. Delyn Canal South-Three",True,False,0
"Vivec, St. Delyn Canal South-Two",True,False,0
"Vivec, St. Delyn Canalworks",True,False,0
"Vivec, St. Delyn Glassworker's Hall",True,False,0
"Vivec, St. Delyn Plaza",True,False,0
"Vivec, St. Delyn Potter's Hall",True,False,0
"Vivec, St. Delyn Storage",True,False,0
"Vivec, St. Delyn Underworks",True,False,0
"Vivec, St. Delyn Waist North-One",True,False,0
"Vivec, St. Delyn Waist North-Two",True,False,0
"Vivec, St. Delyn Waist South-One",True,False,0
"Vivec, St. Delyn Waist South-Two",True,False,0
"Vivec, St. Delyn Waistworks",True,False,0
"Vivec, St. Olms",False,False,0
"Vivec, St. Olms Brewers and Fishmongers Hall",True,False,0
"Vivec, St. Olms Canal North-One",True,False,0
"Vivec, St. Olms Canal North-Three",True,False,0
"Vivec, St. Olms Canal North-Two",True,False,0
"Vivec, St. Olms Canal South-One",True,False,0
"Vivec, St. Olms Canal South-Three",True,False,0
"Vivec, St. Olms Canal South-Two",True,False,0
"Vivec, St. Olms Canalworks",True,False,0
"Vivec, St. Olms Farmers and Laborers Hall",True,False,0
"Vivec, St. Olms Haunted Manor",True,False,1
"Vivec, St. Olms Plaza",True,False,0
"Vivec, St. Olms Storage",True,False,0
"Vivec, St. Olms Tailors and Dyers Hall",True,False,0
"Vivec, St. Olms Tanners and Miners Hall",True,False,0
"Vivec, St. Olms Temple",True,False,0
"Vivec, St. Olms Underworks",True,False,0
"Vivec, St. Olms Upper North-One",True,False,0
"Vivec, St. Olms Upper North-Two",True,False,0
"Vivec, St. Olms Upper South-One",True,False,0
"Vivec, St. Olms Waist North-One",True,False,0
"Vivec, St. Olms Waist North-Two",True,False,0
"Vivec, St. Olms Waist South-One",True,False,0
"Vivec, St. Olms Waist South-Two",True,False,0
"Vivec, St. Olms Waistworks",True,False,0
"Vivec, St. Olms Yngling Manor",True,False,0
"Vivec, St. Olms Yngling Manor Basement",True,False,0
"Vivec, Telvanni",False,False,0
"Vivec, Telvanni Alchemist",True,False,0
"Vivec, Telvanni Apothecary",True,False,0
"Vivec, Telvanni Canalworks",True,False,0
"Vivec, Telvanni Enchanter",True,False,0
"Vivec, Telvanni Mage",True,False,0
"Vivec, Telvanni Monster Lab",True,False,0
"Vivec, Telvanni Plaza",True,False,0
"Vivec, Telvanni Prison Cells",True,False,0
"Vivec, Telvanni Sorcerer",True,False,0
"Vivec, Telvanni Temple",True,False,0
"Vivec, Telvanni Tower",True,False,0
"Vivec, Telvanni Underworks",True,False,0
"Vivec, Telvanni Upper Storage",True,False,0
"Vivec, Telvanni Vault",True,False,0
"Vivec, Telvanni Waistworks",True,False,0
"Vivec, Temple",False,False,0
"Vivec, Temporary Telvanni Housing",True,False,0
"Vivec, Tervur Braven: Trader",True,False,0
"Vivec, The Abbey of St. Delyn the Wise",True,False,0
"Vivec, The Flowers of Gold",True,False,0
"Vivec, The Lizard's Head",True,False,0
"Vor Lair, Chambers of Alta Vor",True,False,0
"Vor Lair, Interior",True,False,0
Vos,False,False,1
"Vos, Dreynos Elvul's Farmhouse",True,False,0
"Vos, Fanisea Irano's Farmhouse",True,False,0
"Vos, Ienasa Radas's Farmhouse",True,False,0
"Vos, Maela Kaushad's Farmhouse",True,False,0
"Vos, Mandyn Ralas's Farmhouse",True,False,0
"Vos, Menus Felas's Farmhouse",True,False,0
"Vos, Runethyne Andas's Farmhouse",True,False,0
"Vos, Thilse Aralas's Farmhouse",True,False,0
"Vos, Trilam Drolnor's Farmhouse",True,False,0
"Vos, Ulvil Llothas's Farmhouse",True,False,0
"Vos, Varo Tradehouse",True,False,0
"Vos, Varo Tradehouse Entrance",True,False,0
"Vos, Varo Tradehouse Storage",True,False,0
"Vos, Vos Chapel",True,False,0
Wolverine Hall,False,False,0
Yakanalit,True,False,0
"Yakaridan Camp, Kitbael's Yurt",True,False,0
Yakin,True,False,0
"Yakin, Shrine",True,False,0
Yanemus Mine,True,False,0
Yansirramus,False,False,0
"Yansirramus, Shrine",True,False,0
"Yasammidan, Shrine",True,False,0
Yasamsi,True,False,0
Yassu Mine,True,False,0
Yesamsi,True,False,0
Zainab Camp,False,False,0
"Zainab Camp, Ababael Timsar-Dadisun's Yurt",True,False,0
"Zainab Camp, Ashibaal's Yurt",True,False,0
"Zainab Camp, Ashkhan's Yurt",True,False,1
"Zainab Camp, Ashur-Dan's Yurt",True,False,0
"Zainab Camp, Kuda's Yurt",True,False,0
"Zainab Camp, Kummu's Yurt",True,False,0
"Zainab Camp, Minassour's Yurt",True,False,0
"Zainab Camp, Patababi's Yurt",True,False,0
"Zainab Camp, Tussi's Yurt",True,False,0
"Zainab Camp, Wise Woman's Yurt",True,False,0
Zainsipilu,True,False,0
Zaintirari,True,False,0
Zaintiraris,False,False,0
"Zaintiraris, Shrine",True,False,0
Zalkin Grotto,True,False,0
Zalkin-Sul Egg Mine,True,False,2
Zanabi,True,False,0
Zebabi,True,False,0
Zenarbael,True,False,0
Zergonipal,False,False,0
"Zergonipal, Shrine",True,False,0
ken's test hole,True,False,0
