record_type,record_id,field,route,rules,length_delta,before,after
INFO,13125145792237029688,text,plugin,R500,-1,"Bound armor spells summon lesser daedra constrained within the form of magical armor for the duration of the magical effect. The armor pieces are impossibly light, superbly formed, and supernaturally durable. The most common spells of this variety are: bound cuirass, bound helm, bound boots, bound shield, and bound gauntlets.","Bound armor spells summon lesser zenar constrained within the form of magical armor for the duration of the magical effect. The armor pieces are impossibly light, superbly formed, and supernaturally durable. The most common spells of this variety are: bound cuirass, bound helm, bound boots, bound shield, and bound gauntlets."
INFO,2296424604965814421,text,plugin,R500,-1,"Bound armor spells summon lesser daedra constrained within the form of magical armor for the duration of the magical effect. The armor pieces are impossibly light, superbly formed, and supernaturally durable. The most common spells of this variety are: bound cuirass, bound helm, bound boots, bound shield, and bound gauntlets.","Bound armor spells summon lesser zenar constrained within the form of magical armor for the duration of the magical effect. The armor pieces are impossibly light, superbly formed, and supernaturally durable. The most common spells of this variety are: bound cuirass, bound helm, bound boots, bound shield, and bound gauntlets."
INFO,2837727123107723176,text,plugin,R500,-1,"Bound armor spells summon lesser daedra constrained within the form of magical armor for the duration of the magical effect. The armor pieces are impossibly light, superbly formed, and supernaturally durable. The most common spells of this variety are: bound cuirass, bound helm, bound boots, bound shield, and bound gauntlets.","Bound armor spells summon lesser zenar constrained within the form of magical armor for the duration of the magical effect. The armor pieces are impossibly light, superbly formed, and supernaturally durable. The most common spells of this variety are: bound cuirass, bound helm, bound boots, bound shield, and bound gauntlets."
INFO,1416722331880314880,text,plugin,R500,-1,"Bound armor spells summon lesser daedra constrained within the form of magical armor for the duration of the magical effect. The armor pieces are impossibly light, superbly formed, and supernaturally durable. The most common spells of this variety are: bound cuirass, bound helm, bound boots, bound shield, and bound gauntlets.","Bound armor spells summon lesser zenar constrained within the form of magical armor for the duration of the magical effect. The armor pieces are impossibly light, superbly formed, and supernaturally durable. The most common spells of this variety are: bound cuirass, bound helm, bound boots, bound shield, and bound gauntlets."
INFO,1134027216723512763,text,plugin,R500,-1,Both the Temple and the Empire outlaw Daedra worship and the Nerevarine cult.,Both the Temple and the Empire outlaw Zenar worship and the Nerevarine cult.
INFO,8875309581628931680,text,plugin,R100,-2,"There are two valleys, side by side, on the northeast slopes of Red Mountain. The westmost valley is called Dry Camp Valley; the camps have no water, but they are sheltered from the wind. Dun-Ahhe Caverns are also there. The Valley of the Wind is the eastmost valley; it runs long and straight south between Airan's Teeth, and climbs towards Red Mountain. The mouths of these valleys are to the east  ...","There are two valleys, side by side, on the northeast slopes of Red Mountain. The westmost valley is called Dry Camp Valley; the camps have no water, but they are sheltered from the wind. Dun-Ahhe Caverns are also there. The Valley of the Wind is the eastmost valley; it runs long and straight south between Airan's Teeth, and climbs towards Red Mountain. The mouths of these valleys are to the east  ..."
INFO,13686240592336212166,text,plugin,R100,-2,"There are two valleys, side by side, on the northeast slopes of Red Mountain. The westmost valley is called Dry Camp Valley; the camps have no water, but they are sheltered from the wind. Dun-Ahhe Caverns are also there. The Valley of the Wind is the eastmost valley; it runs long and straight south between Airan's Teeth, and climbs towards Red Mountain. The mouths of these valleys are to the east  ...","There are two valleys, side by side, on the northeast slopes of Red Mountain. The westmost valley is called Dry Camp Valley; the camps have no water, but they are sheltered from the wind. Dun-Ahhe Caverns are also there. The Valley of the Wind is the eastmost valley; it runs long and straight south between Airan's Teeth, and climbs towards Red Mountain. The mouths of these valleys are to the east  ..."
INFO,932425122266223858,text,plugin,R100,-2,"The flower I need is called Roland's Tear, and it has magical powers greater than the ordinary gold kanet. It grows in the Daedric ruins near Vivec. I'd be grateful if you could go fetch five of the flowers for me.  Mind you, it's one particular type. The others won't do. If you could do this little favor for me I will make you something rare and wonderful from the ingredients left over.","The flower I need is called Roland's Tear, and it has magical powers greater than the ordinary gold kanet. It grows in the Zetic ruins near Vivec. I'd be grateful if you could go fetch five of the flowers for me.  Mind you, it's one particular type. The others won't do. If you could do this little favor for me I will make you something rare and wonderful from the ingredients left over."
INFO,1053123401240582096,text,plugin,R500,-1,"The great Daedra Mephala has given me information that must be acted on. If you would be willing to work with me, I'm certain Mephala would be grateful.","The great Zenar Mephala has given me information that must be acted on. If you would be willing to work with me, I'm certain Mephala would be grateful."
INFO,18879125951316324172,text,plugin,R500,-1,"How do you expect anyone to believe such a story? All this about prophecies and reincarnated heroes and Daedra Lords appearing in caves... And Berel Sala claims you are an Imperial spy. But enough talk. I judge a man by his actions. From what I've heard, you might make a good Hortator of House Redoran. I will speak with the other councilors, but that is all that I will promise.","How do you expect anyone to believe such a story? All this about prophecies and reincarnated heroes and Zenar Lords appearing in caves... And Berel Sala claims you are an Imperial spy. But enough talk. I judge a man by his actions. From what I've heard, you might make a good Hortator of House Redoran. I will speak with the other councilors, but that is all that I will promise."
INFO,1825146562838218905,text,plugin,R500,-1,"How do you expect anyone to believe such a story? All this about prophecies and reincarnated heroes and Daedra Lords appearing in caves... I've also heard that you are an Imperial spy. But enough talk. I judge a man by his actions, and I don't know much about yours. I will speak with the other councilors, but that is all that I will promise.","How do you expect anyone to believe such a story? All this about prophecies and reincarnated heroes and Zenar Lords appearing in caves... I've also heard that you are an Imperial spy. But enough talk. I judge a man by his actions, and I don't know much about yours. I will speak with the other councilors, but that is all that I will promise."
INFO,12276284861507021461,text,plugin,R500,-1,"The Dark Brotherhood is a depraved perversion of the ancient law-abiding order of the Morag Tong. They do not advertise their services or their creed, but they are an outlawed secret society of assassins with an evil reputation, and are often associated with Daedra worship. The Morag Tong is the sworn enemy of the Dark Brotherhood.","The Dark Brotherhood is a depraved perversion of the ancient law-abiding order of the Morag Tong. They do not advertise their services or their creed, but they are an outlawed secret society of assassins with an evil reputation, and are often associated with Zenar worship. The Morag Tong is the sworn enemy of the Dark Brotherhood."
INFO,256278940312044066,text,plugin,R500,-1,"The Dark Brotherhood is an ancient secret association of assassins. They do not advertise their services or their creed, but they are an outlawed secret society with an evil reputation, and are often associated with Daedra worship. The Morag Tong claims the Dark Brotherhood is a depraved perversion of their ancient law-abiding order of assassins, and the Morag Tong is the sworn enemy of the Dark B ...","The Dark Brotherhood is an ancient secret association of assassins. They do not advertise their services or their creed, but they are an outlawed secret society with an evil reputation, and are often associated with Zenar worship. The Morag Tong claims the Dark Brotherhood is a depraved perversion of their ancient law-abiding order of assassins, and the Morag Tong is the sworn enemy of the Dark Br ..."
INFO,1527726720279217874,text,plugin,R500,-1,"The Dark Brotherhood do not advertise their services or their creed, but they are an outlawed secret society with an evil reputation, and are often associated with Daedra worship.","The Dark Brotherhood do not advertise their services or their creed, but they are an outlawed secret society with an evil reputation, and are often associated with Zenar worship."
INFO,31019308642441213060,text,plugin,R500,-1,"The Dark Brotherhood do not advertise their services or their creed, but they are an outlawed secret society with an evil reputation, and are often associated with Daedra worship.","The Dark Brotherhood do not advertise their services or their creed, but they are an outlawed secret society with an evil reputation, and are often associated with Zenar worship."
INFO,840729737232129082,text,plugin,R400,0,"Summoning spells summon otherworldly creatures from the outer realms to ward and protect the caster for the duration of the magical effect. More common spells of this sort include: summon ancestral ghost, summon least bonewalker, summon greater bonewalker, summon skeletal minion, and summon scamp. More powerful spells of this class, like summon dremora and summon daedroth, expend too much magicka  ...","Summoning spells summon otherworldly creatures from the outer realms to ward and protect the caster for the duration of the magical effect. More common spells of this sort include: summon ancestral ghost, summon least bonewalker, summon greater bonewalker, summon skeletal minion, and summon scamp. More powerful spells of this class, like summon dremora and summon zenaroth, expend too much magicka  ..."
INFO,2782091362716810383,text,plugin,R400,0,"Summoning spells summon otherworldly creatures from the outer realms to ward and protect the caster for the duration of the magical effect. More common spells of this sort include: summon ancestral ghost, summon least bonewalker, summon greater bonewalker, summon skeletal minion, and summon scamp. More powerful spells of this class, like summon dremora and summon daedroth, expend too much magicka  ...","Summoning spells summon otherworldly creatures from the outer realms to ward and protect the caster for the duration of the magical effect. More common spells of this sort include: summon ancestral ghost, summon least bonewalker, summon greater bonewalker, summon skeletal minion, and summon scamp. More powerful spells of this class, like summon dremora and summon zenaroth, expend too much magicka  ..."
INFO,815710329405228975,text,plugin,R400,0,"Summoning spells summon otherworldly creatures from the outer realms to ward and protect the caster for the duration of the magical effect. More common spells of this sort include: summon ancestral ghost, summon least bonewalker, summon greater bonewalker, summon skeletal minion, and summon scamp. More powerful spells of this class, like summon dremora and summon daedroth, expend too much magicka  ...","Summoning spells summon otherworldly creatures from the outer realms to ward and protect the caster for the duration of the magical effect. More common spells of this sort include: summon ancestral ghost, summon least bonewalker, summon greater bonewalker, summon skeletal minion, and summon scamp. More powerful spells of this class, like summon dremora and summon zenaroth, expend too much magicka  ..."
INFO,3050776952842713146,text,plugin,R400,0,"Summoning spells summon otherworldly creatures from the outer realms to ward and protect the caster for the duration of the magical effect. More common spells of this sort include: summon ancestral ghost, summon least bonewalker, summon greater bonewalker, summon skeletal minion, and summon scamp. More powerful spells of this class, like summon dremora and summon daedroth, expend too much magicka  ...","Summoning spells summon otherworldly creatures from the outer realms to ward and protect the caster for the duration of the magical effect. More common spells of this sort include: summon ancestral ghost, summon least bonewalker, summon greater bonewalker, summon skeletal minion, and summon scamp. More powerful spells of this class, like summon dremora and summon zenaroth, expend too much magicka  ..."
INFO,9803214401253319157,text,plugin,R400,0,"Summoning spells summon otherworldly creatures from the outer realms to ward and protect the caster for the duration of the magical effect. More common spells of this sort include: summon ancestral ghost, summon least bonewalker, summon greater bonewalker, summon skeletal minion, and summon scamp. More powerful spells of this class, like summon dremora and summon daedroth, expend too much magicka  ...","Summoning spells summon otherworldly creatures from the outer realms to ward and protect the caster for the duration of the magical effect. More common spells of this sort include: summon ancestral ghost, summon least bonewalker, summon greater bonewalker, summon skeletal minion, and summon scamp. More powerful spells of this class, like summon dremora and summon zenaroth, expend too much magicka  ..."
INFO,3688255662191031689,text,plugin,R400,0,"Summoning spells summon otherworldly creatures from the outer realms to ward and protect the caster for the duration of the magical effect. More common spells of this sort include: summon ancestral ghost, summon least bonewalker, summon greater bonewalker, summon skeletal minion, and summon scamp. More powerful spells of this class, like summon dremora and summon daedroth, expend too much magicka  ...","Summoning spells summon otherworldly creatures from the outer realms to ward and protect the caster for the duration of the magical effect. More common spells of this sort include: summon ancestral ghost, summon least bonewalker, summon greater bonewalker, summon skeletal minion, and summon scamp. More powerful spells of this class, like summon dremora and summon zenaroth, expend too much magicka  ..."
INFO,1756623776980030532,text,plugin,R400,0,"Summoning spells summon otherworldly creatures from the outer realms to ward and protect the caster for the duration of the magical effect. More common spells of this sort include: summon ancestral ghost, summon least bonewalker, summon greater bonewalker, summon skeletal minion, and summon scamp. More powerful spells of this class, like summon dremora and summon daedroth, expend too much magicka  ...","Summoning spells summon otherworldly creatures from the outer realms to ward and protect the caster for the duration of the magical effect. More common spells of this sort include: summon ancestral ghost, summon least bonewalker, summon greater bonewalker, summon skeletal minion, and summon scamp. More powerful spells of this class, like summon dremora and summon zenaroth, expend too much magicka  ..."
INFO,7939321882060124566,text,plugin,R400,0,"I have scoured the world over hunting a specific Daedroth with whom I have had issues in the past. When last we battled, I struck her a blow so grievous that she fled via spell to her dark sanctuary. This is that place. The beast's name is Hrelvesuu. She is weak, and likely recuperating from the damage I caused her. This place is well defended and I need someone to watch my back. You can have what ...","I have scoured the world over hunting a specific Zenaroth with whom I have had issues in the past. When last we battled, I struck her a blow so grievous that she fled via spell to her dark sanctuary. This is that place. The beast's name is Hrelvesuu. She is weak, and likely recuperating from the damage I caused her. This place is well defended and I need someone to watch my back. You can have what ..."
INFO,19995174332597810918,text,plugin,R100,-2,"Perhaps I can help you with the Oracle's riddle. Nammu, or 'no-name,' is a cavern in the wildlands of Sunna Guradan. Its east-facing entrance is west-north-west from the Daedric ruin Yansirramus. At the heart of the cavern is a great high chamber, flooded, with a central spire rising from the water. The water around the bottom of the spire might be the ring of water in darkness from the Oracle's v ...","Perhaps I can help you with the Oracle's riddle. Nammu, or 'no-name,' is a cavern in the wildlands of Sunna Guradan. Its east-facing entrance is west-north-west from the Zetic ruin Yansirramus. At the heart of the cavern is a great high chamber, flooded, with a central spire rising from the water. The water around the bottom of the spire might be the ring of water in darkness from the Oracle's vis ..."
INFO,10182158002968612972,text,plugin,R100,-2,"Perhaps I can help you with the Oracle's riddle. Nammu, or 'no-name,' is a cavern in the wildlands of Sunna Guradan. Its east-facing entrance is west-north-west from the Daedric ruin Yansirramus. At the heart of the cavern is a great high chamber, flooded, with a central spire rising from the water. The water around the bottom of the spire might be the ring of water in darkness from the Oracle's v ...","Perhaps I can help you with the Oracle's riddle. Nammu, or 'no-name,' is a cavern in the wildlands of Sunna Guradan. Its east-facing entrance is west-north-west from the Zetic ruin Yansirramus. At the heart of the cavern is a great high chamber, flooded, with a central spire rising from the water. The water around the bottom of the spire might be the ring of water in darkness from the Oracle's vis ..."
INFO,1776920257330710884,text,plugin,R100,-2,"Perhaps I can help you with the Oracle's riddle. Nammu, or 'no-name,' is a cavern in the wildlands of Sunna Guradan. Its east-facing entrance is west-north-west from the Daedric ruin Yansirramus. At the heart of the cavern is a great high chamber, flooded, with a central spire rising from the water. The water around the bottom of the spire might be the ring of water in darkness from the Oracle's v ...","Perhaps I can help you with the Oracle's riddle. Nammu, or 'no-name,' is a cavern in the wildlands of Sunna Guradan. Its east-facing entrance is west-north-west from the Zetic ruin Yansirramus. At the heart of the cavern is a great high chamber, flooded, with a central spire rising from the water. The water around the bottom of the spire might be the ring of water in darkness from the Oracle's vis ..."
INFO,319989461179123701,text,plugin,R100,-2,"Perhaps I can help you with the Oracle's riddle. Nammu, or 'no-name,' is a cavern in the wildlands of Sunna Guradan. Its east-facing entrance is west-north-west from the Daedric ruin Yansirramus. At the heart of the cavern is a great high chamber, flooded, with a central spire rising from the water. The water around the bottom of the spire might be the ring of water in darkness from the Oracle's v ...","Perhaps I can help you with the Oracle's riddle. Nammu, or 'no-name,' is a cavern in the wildlands of Sunna Guradan. Its east-facing entrance is west-north-west from the Zetic ruin Yansirramus. At the heart of the cavern is a great high chamber, flooded, with a central spire rising from the water. The water around the bottom of the spire might be the ring of water in darkness from the Oracle's vis ..."
INFO,51358524162012703,text,plugin,R400,0,She is the priestess of Ald Daedroth. But now you have shown that she and her cultists are no threat to us. Now the Ahemmusa and the followers of Hlireni Indavel will learn to live in peace.,She is the priestess of Ald Zenaroth. But now you have shown that she and her cultists are no threat to us. Now the Ahemmusa and the followers of Hlireni Indavel will learn to live in peace.
INFO,3103727901690722640,text,plugin,R120 R500,-3,"All I know is that she is a Dunmer, and she and her followers have defied the Temple's ban against the worship of the Four Corners of the House of Troubles, the four Daedra Lords, Mehrunes Dagon, Molag Bal, Malacath, and Sheogorath. Since so many Ordinators are busy fighting the hosts of Dagoth Ur at Ghostgate, many of the abandoned Daedric sites are once again inhabited.","All I know is that she is a Dunmer, and she and her followers have defied the Temple's ban against the worship of the Four Corners of the House of Troubles, the four Zenar Lords, Mehrunes Dagon, Molag Bal, Malacath, and Sheogorath. Since so many Ordinators are busy fighting the hosts of Dagoth Ur at Ghostgate, many of the abandoned Zetic sites are once again inhabited."
INFO,2606590042028417982,text,plugin,R500,-1,"This Writ is for Brilnosu Llarys who consorts with Daedra and outlaws. She is hiding at the Dunmer stronghold of Hlormaren which is on the coast west of Balmora, north of Hla Oad. I will mark this on your map. Go now, %PCRank.","This Writ is for Brilnosu Llarys who consorts with Zenar and outlaws. She is hiding at the Dunmer stronghold of Hlormaren which is on the coast west of Balmora, north of Hla Oad. I will mark this on your map. Go now, %PCRank."
INFO,567414595162866916,text,plugin,R240 R500,-4,The winged twilight are the female-formed Daedric messengers of the Daedra Lord Azura. Daedra hearts have modest magical properties.,The winged twilight are the female-formed Zenar messengers of the Zenar Lord Azura. Zenar hearts have modest magical properties.
INFO,1599922720300213468,text,plugin,R240 R500,-4,The winged twilight are the female-formed Daedric messengers of the Daedra Lord Azura. Daedra hearts have modest magical properties.,The winged twilight are the female-formed Zenar messengers of the Zenar Lord Azura. Zenar hearts have modest magical properties.
INFO,40275741867025900,text,plugin,R500,-2,"Exotic products of commercial value on Vvardenfell include the following: bonemeal, corprus weepings, Daedra skin, Daedra's heart, ectoplasm, fire salts, frost salts, Ghoul heart, gravedust, raw ebony, raw glass, Scamp skin, Vampire dust, and void salts.","Exotic products of commercial value on Vvardenfell include the following: bonemeal, corprus weepings, Zenar skin, Zenar's heart, ectoplasm, fire salts, frost salts, Ghoul heart, gravedust, raw ebony, raw glass, Scamp skin, Vampire dust, and void salts."
INFO,23430028821625820,text,plugin,R500,-2,"Exotic products of commercial value on Vvardenfell include the following: bonemeal, corprus weepings, Daedra skin, Daedra's heart, ectoplasm, fire salts, frost salts, Ghoul heart, gravedust, raw ebony, raw glass, Scamp skin, Vampire dust, and void salts.","Exotic products of commercial value on Vvardenfell include the following: bonemeal, corprus weepings, Zenar skin, Zenar's heart, ectoplasm, fire salts, frost salts, Ghoul heart, gravedust, raw ebony, raw glass, Scamp skin, Vampire dust, and void salts."
INFO,19137103203183431130,text,plugin,R200,-2,"The Palace of Vivec is the abode of the mortal form of the god-hero Lord Vivec, the Warrior-Poet of the three deities who comprise Almsivi, the divine patrons of the Tribunal Temple. Only the most devout are admitted to the presence of Lord Vivec, and only at his initiation. Beneath the Palace of Vivec is the Puzzle Canal, a place of worship and testing for questing heroes hoping to receive Vivec' ...","The Palace of Vivec is the abode of the mortal form of the god-hero Lord Vivec, the Warrior-Poet of the three deities who comprise Almsivi, the divine patrons of the Tribunal Temple. Only the most devout are admitted to the presence of Lord Vivec, and only at his initiation. Beneath the Palace of Vivec is the Puzzle Canal, a place of worship and testing for questing heroes hoping to receive Vivec' ..."
INFO,472922052261189196,text,plugin,R500,-1,"Urshilaku camp is due north from Maar Gan, but high ridges lie in the way. From Maar Gan head east past the Silt Strider, then take a trail north to the Foyada Bani-Dad. Follow the Foyada northwest to the sea. A shipwreck at the seamouth of the ravine is a landmark. Swim east around the headland. Pass east through the ruins of Assurnabitashpi Shrine. Avoid Daedra here. They're powerful and aggress ...","Urshilaku camp is due north from Maar Gan, but high ridges lie in the way. From Maar Gan head east past the Silt Strider, then take a trail north to the Foyada Bani-Dad. Follow the Foyada northwest to the sea. A shipwreck at the seamouth of the ravine is a landmark. Swim east around the headland. Pass east through the ruins of Assurnabitashpi Shrine. Avoid Zenar here. They're powerful and aggressi ..."
INFO,158911861219434836,text,plugin,R100,-2,"Tel Branora is Mistress Therana's tower. The Bal Fell ruin lies far to the west, across the bay. That's an old Daedric ruin. Ships go to Ebonheart, Vivec, Molag Mar, and Sadrith Mora. The nearest settlement is Molag Mar, up the peninsula to the north.","Tel Branora is Mistress Therana's tower. The Bal Fell ruin lies far to the west, across the bay. That's an old Zetic ruin. Ships go to Ebonheart, Vivec, Molag Mar, and Sadrith Mora. The nearest settlement is Molag Mar, up the peninsula to the north."
INFO,6963154371506714481,text,plugin,R100,-2,"A well-marked road leads southeast to Ald'ruhn. I offer silt strider service to Ald'ruhn, Maar Gan, and Khuul from the strider port overlooking the river gorge. The fishing villages of Ald Velothi and Khuul lie to the north on the coast, but there's no direct or marked route -- you just have to travel cross-country north to the coast. Ald Velothi is west of Khuul, with the Daedric ruin of Ashalmaw ...","A well-marked road leads southeast to Ald'ruhn. I offer silt strider service to Ald'ruhn, Maar Gan, and Khuul from the strider port overlooking the river gorge. The fishing villages of Ald Velothi and Khuul lie to the north on the coast, but there's no direct or marked route -- you just have to travel cross-country north to the coast. Ald Velothi is west of Khuul, with the Zetic ruin of Ashalmawia ..."
INFO,2178813722674328789,text,plugin,R100,-2,"A well-marked road leads southeast to Ald'ruhn. Punibi Yahaz offers silt strider service to Ald'ruhn, Maar Gan, and Khuul from the strider port overlooking the river gorge. The fishing villages of Ald Velothi and Khuul lie to the north on the coast, but there's no direct or marked route -- you just have to travel cross-country north to the coast. Ald Velothi is west of Khuul, with the Daedric ruin ...","A well-marked road leads southeast to Ald'ruhn. Punibi Yahaz offers silt strider service to Ald'ruhn, Maar Gan, and Khuul from the strider port overlooking the river gorge. The fishing villages of Ald Velothi and Khuul lie to the north on the coast, but there's no direct or marked route -- you just have to travel cross-country north to the coast. Ald Velothi is west of Khuul, with the Zetic ruin o ..."
INFO,171392132484914858,text,plugin,R100,-2,"The Ald Velothi Outpost is uphill from the fisherman's shacks and docks. You can't miss it; it's a Redoran-style building with a watchtower next to it. The only other place of interest is the Daedric ruin of Ashalmawia to the east. Follow the coast northeast to the village of Khuul. Gnisis is due south, but there's no direct road. Head southwest until you reach the Samsi River, then work back east ...","The Ald Velothi Outpost is uphill from the fisherman's shacks and docks. You can't miss it; it's a Redoran-style building with a watchtower next to it. The only other place of interest is the Zetic ruin of Ashalmawia to the east. Follow the coast northeast to the village of Khuul. Gnisis is due south, but there's no direct road. Head southwest until you reach the Samsi River, then work back east t ..."
INFO,121188050866920116,text,plugin,R100,-2,"This is the Ald Velothi Outpost. The only other place of interest is the Daedric ruin of Ashalmawia to the east. Follow the coast northeast to the village of Khuul. Gnisis is due south, but there's no direct road. Head southwest until you reach the Samsi River, then work back east towards Gnisis.","This is the Ald Velothi Outpost. The only other place of interest is the Zetic ruin of Ashalmawia to the east. Follow the coast northeast to the village of Khuul. Gnisis is due south, but there's no direct road. Head southwest until you reach the Samsi River, then work back east towards Gnisis."
INFO,29023165523057524484,text,plugin,R600,0,"Let me tell you about the Imperial cult. The Imperial cult brings divine inspiration and consolation to the Empire's remote provinces. The cult combines the worship of the Nine Divines -- the Aedra Akatosh, Dibella, Arkay, Zenithar, Mara, Stendarr, Kynareth, and Julianos -- and the Talos cult, dedicated to the divine god-hero Tiber Septim, founder and patron of the Empire. Imperial cult priests pr ...","Let me tell you about the Imperial cult. The Imperial cult brings divine inspiration and consolation to the Empire's remote provinces. The cult combines the worship of the Nine Divines -- the Zenad Akatosh, Dibella, Arkay, Zenithar, Mara, Stendarr, Kynareth, and Julianos -- and the Talos cult, dedicated to the divine god-hero Tiber Septim, founder and patron of the Empire. Imperial cult priests pr ..."
INFO,24169286522560818316,text,plugin,R500,-5,"Let me say a little about Daedra here in Morrowind. Here we believe the Daedra are powerful ancestor spirits, similar to gods, but weaker and more capricious. In the olden times, the Daedra were worshipped as gods by the Dunmer, but were undeserving of this veneration, since they harmed followers as often as they helped them. With their Apotheosis, the Tribunal became High Ancestor Spirits of the  ...","Let me say a little about Zenar here in Morrowind. Here we believe the Zenar are powerful ancestor spirits, similar to gods, but weaker and more capricious. In the olden times, the Zenar were worshipped as gods by the Dunmer, but were undeserving of this veneration, since they harmed followers as often as they helped them. With their Apotheosis, the Tribunal became High Ancestor Spirits of the Dun ..."
INFO,6920183989618671,text,plugin,R500,-1,"Let me tell you about ancestor worship in Morrowind. Ancestor worship is the dominant form of worship among the Ashlanders, a personal and pervasive feature of their everyday life. The Tribunal Temple retains veneration of ancestors as a minor aspect of worship, greatly overshadowed by the awe-inspiring power and benevolence of the Tribunes. The Daedra and the Saints are worshipped as ancestors, a ...","Let me tell you about ancestor worship in Morrowind. Ancestor worship is the dominant form of worship among the Ashlanders, a personal and pervasive feature of their everyday life. The Tribunal Temple retains veneration of ancestors as a minor aspect of worship, greatly overshadowed by the awe-inspiring power and benevolence of the Tribunes. The Zenar and the Saints are worshipped as ancestors, an ..."
INFO,5284501933053078,text,plugin,R500,-1,"The Daedra and the Saints are worshipped as ancestors by the Temple, and each family maintains a shrine dedicated to the remains and spirits of the clan's dead.","The Zenar and the Saints are worshipped as ancestors by the Temple, and each family maintains a shrine dedicated to the remains and spirits of the clan's dead."
INFO,2039928561363013764,text,plugin,R500,-2,"When they became gods, the Tribunal became High Ancestor Spirits of the Dunmer. Good Daedra became loyal friends of the Tribunal, but Bad Daedra remained foul and treacherous.","When they became gods, the Tribunal became High Ancestor Spirits of the Dunmer. Good Zenar became loyal friends of the Tribunal, but Bad Zenar remained foul and treacherous."
INFO,3750107022309631208,text,plugin,R500,-1,"In the olden times, the Daedra were worshipped as gods by the Dunmer, but they didn't deserve this worship, since they harmed followers as often as they helped them.","In the olden times, the Zenar were worshipped as gods by the Dunmer, but they didn't deserve this worship, since they harmed followers as often as they helped them."
INFO,2512062571531210555,text,plugin,R500,-1,"In Morrowind we believe the Daedra are powerful ancestor spirits, similar to gods, but weaker and more untrustworthy.","In Morrowind we believe the Zenar are powerful ancestor spirits, similar to gods, but weaker and more untrustworthy."
INFO,21248119862975411338,text,plugin,R500,-1,"House Telvanni is ruled by old, evil wizards -- Daedra worshippers and necromancers. They used to leave us alone, but now they sneak into our lands and try to steal them.","House Telvanni is ruled by old, evil wizards -- Zenar worshippers and necromancers. They used to leave us alone, but now they sneak into our lands and try to steal them."
INFO,250417798244615144,text,plugin,R500,-2,"Imperials worship powerful spirits -- but are they the RIGHT spirits? They are powerful, but are they GOOD? We used to worship the Daedra, but now we worship the true gods, the Tribunal, and the Daedra serve the true gods in fear and humility.","Imperials worship powerful spirits -- but are they the RIGHT spirits? They are powerful, but are they GOOD? We used to worship the Zenar, but now we worship the true gods, the Tribunal, and the Zenar serve the true gods in fear and humility."
INFO,860127356318808805,text,plugin,R500,-1,"Smiths know about weapons and armor, and how to repair them. Clothiers know about clothes. Enchanters know about enchanting and enchanted items. Ashlanders know about ashlands ecology and geography. Nobles can tell you about the Great Houses. Priests know about cults and shrines. Savants know about history, speechcraft, and language. Sorcerers know about daedra. Barbarians know about creatures. Ma ...","Smiths know about weapons and armor, and how to repair them. Clothiers know about clothes. Enchanters know about enchanting and enchanted items. Ashlanders know about ashlands ecology and geography. Nobles can tell you about the Great Houses. Priests know about cults and shrines. Savants know about history, speechcraft, and language. Sorcerers know about zenar. Barbarians know about creatures. Mag ..."
INFO,22010612395371320,text,plugin,R270,-2,The flame atronach is a powerful Daedric summoning associated with elemental fire. Crystalline elemental fire compounds called fire salts may be salvaged from the remains of banished fire atronachs.,The flame atronach is a powerful Zenar summoning associated with elemental fire. Crystalline elemental fire compounds called fire salts may be salvaged from the remains of banished fire atronachs.
INFO,352621530612704,text,plugin,R270,-2,The flame atronach is a powerful Daedric summoning associated with elemental fire. Crystalline elemental fire compounds called fire salts may be salvaged from the remains of banished fire atronachs.,The flame atronach is a powerful Zenar summoning associated with elemental fire. Crystalline elemental fire compounds called fire salts may be salvaged from the remains of banished fire atronachs.
INFO,234952372639094666,text,plugin,R270,-2,The frost atronach is a powerful Daedric summoning associated with elemental frost. Crystalline elemental frost compounds called frost salts may be salvaged from the remains of banished frost atronachs.,The frost atronach is a powerful Zenar summoning associated with elemental frost. Crystalline elemental frost compounds called frost salts may be salvaged from the remains of banished frost atronachs.
INFO,244639002936515910,text,plugin,R270,-2,The frost atronach is a powerful Daedric summoning associated with elemental frost. Crystalline elemental frost compounds called frost salts may be salvaged from the remains of banished frost atronachs.,The frost atronach is a powerful Zenar summoning associated with elemental frost. Crystalline elemental frost compounds called frost salts may be salvaged from the remains of banished frost atronachs.
INFO,2522915002870332121,text,plugin,R270,-2,The storm atronach is a powerful Daedric summoning associated with elemental lightning. Crystalline elemental shock compounds called shock salts may be salvaged from the remains of banished storm atronachs.,The storm atronach is a powerful Zenar summoning associated with elemental lightning. Crystalline elemental shock compounds called shock salts may be salvaged from the remains of banished storm atronachs.
INFO,41302208659118958,text,plugin,R270,-2,The storm atronach is a powerful Daedric summoning associated with elemental lightning. Crystalline elemental shock compounds called shock salts may be salvaged from the remains of banished storm atronachs.,The storm atronach is a powerful Zenar summoning associated with elemental lightning. Crystalline elemental shock compounds called shock salts may be salvaged from the remains of banished storm atronachs.
